lang,script,script_type,segmentor,language_name,family,genus,typology,dominant_script_pct,original_token_count,original_type_count,current_token_count,current_type_count,last_type_frequency,type_token_ratio,corpus_zipf_slope,compress_ratio,compress_reduction_pct,token_frequency_entropy,token_frequency_perplexity,avg_type_length,avg_token_length,hapax_type_ratio,single_token_type_ratio,word_count,word_total_frequency,word_ttr,word_entropy,word_perplexity,word_zipf_slope,morph_zipf_slope,word_hapax_ratio,morph_hapax_ratio,word_avg_length,word_avg_length_weighted,morph_count,morph_total_frequency,morph_ttr,morph_entropy,morph_perplexity,morph_type_entropy,morph_type_perplexity,morph_avg_length,morph_avg_length_weighted,avg_morphs_per_word,avg_roots_per_word,avg_affixes_per_word,avg_prefixes_per_word,avg_suffixes_per_word,compounding_index,affix_deviation,avg_morphs_per_word_weighted,avg_roots_per_word_weighted,avg_affixes_per_word_weighted,avg_prefixes_per_word_weighted,avg_suffixes_per_word_weighted,compounding_index_weighted,affix_deviation_weighted,root_entropy,affix_entropy,prefix_entropy,suffix_entropy,root_type_entropy,affix_type_entropy,prefix_type_entropy,suffix_type_entropy,root_count,affix_count,prefix_count,suffix_count
lit,Latn,alphabet,,Lithuanian,Indo-European,Baltic,Fusional,99.83,327524691,6091288,307873215.0,151592,90,0.1612681228500211,-1.2812050757308429,0.739135,26.09,13.150129043474202,9090.406180381382,8.536037521768959,6.259676172219139,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lmo,Latn,alphabet,,Lombard,Indo-European,Romance,Fusional,99.72,10938540,616382,10282232.0,94664,5,0.1007060611478024,-1.1294258186565531,0.779714,22.03,10.663266692135045,1621.672402933743,7.120278036001015,4.3034415095866345,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ltz,Latn,alphabet,,Luxemburgeois,Indo-European,Germanic,Fusional,99.64,252895650,11833466,237721917.0,908761,8,0.9667679314796108,-1.2836682752879107,0.777502,22.25,13.795303670777296,14216.745997534734,13.680810466118157,6.257516243233055,0.9998019281197148,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lug,Latn,alphabet,,Luganda,Niger-Congo,Bantu,Agglutinative,99.97,10088346,808373,9483047.0,184979,3,0.1967910479091936,-1.1914997193623562,0.73048,26.95,12.610719281319664,6254.675322502266,9.38806567231956,6.1691310820245855,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lus,Latn,alphabet,,Mizo,Sino-Tibetan,Kuki-Chin,Agglutinative,100.0,6540838,181836,6148404.0,11747,25,0.0124967746629909,-1.2743101572919555,0.764758,23.52,9.652397790954398,804.7505184717559,6.403081637864987,4.119725541782875,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lvs,Latn,alphabet,,Standard Latvian,Indo-European,Baltic,Fusional,99.25,9447747,549921,8880885.0,100203,5,0.1065988108599155,-1.1981808758437866,0.733481,26.65,12.75639156326615,6919.209764411707,8.213965649731046,6.079088739466844,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mal,Mlym,abugida,kcis,Malayalam,Dravidian,Dravidian,Agglutinative,98.34,169069615,10451766,158925439.0,1820175,3,1.936165225785132,-1.2847362862120886,0.6538,34.62,15.605119188436388,49843.5494473578,12.801213070171825,8.558845654659478,0.999993407227327,0.0,1820186.0,987665.1469918824,1.8429181241676036,15.701487512476126,53286.686774826565,-1.285695395267862,-1.510824699099886,1.0,0.7483483301175371,12.8011895487604,8.627487949688716,757718.0,2355479.828918088,0.3216830773490566,10.699089661413046,1662.4435770981654,12.768180317184168,6975.980621734005,9.664891160035792,3.6175481756998416,2.6282748026850005,2.184661897190727,0.4436129054942737,0.0783007890402409,0.2817157147676116,0.8443643776246426,0.0459499109294771,2.3848971852135628,2.094785618681527,0.2901115665296086,0.0438758319376863,0.2040518222318081,0.8866675965101065,0.0320159658819413,10.459875567598832,8.88689887754422,8.165000676184771,8.096645078881545,12.644487698569815,9.908724236766057,9.027998512395955,9.215930409972296,755993.0,7422.0,2517.0,4913.0
mar,Deva,abugida,kcis,Marathi,Indo-European,Indic,Fusional,98.14,278330210,5439313,261630443.0,153312,61,0.1630979710667352,-1.3407636492653456,0.710438,28.96,13.000831864888216,8196.724908608538,7.925256992277187,5.606882567561145,1.0,0.0,153311.0,975331.041000114,0.1571886811300432,13.158531954524443,9143.507326432353,-1.340459367014558,-1.7176147481863056,1.0,0.6816157880834686,7.925295640886825,5.6728182241862575,53002.0,2083310.656000038,0.0254412369309164,9.216239693453772,594.7912828512204,10.74920137457821,1721.202797116699,5.953567789894721,2.655808965919243,2.358467428951608,1.5308294903822948,0.8276379385693133,0.0427040460240948,0.7529466248344867,0.6759734570036602,0.0046335299073294,2.136003642274911,1.4794879823782014,0.656515659896865,0.0943046228752048,0.5333705881714069,0.7225999520744398,-0.0518751106618004,9.367985301921005,6.680060156587453,5.217769765704281,6.5332287969983645,11.49880026632925,6.92945535653604,6.887515452287983,6.780098317880303,52412.0,1677.0,498.0,1371.0
min,Latn,alphabet,,Minangkabau,Austronesian,Malayo-Sumbawan,Agglutinative,99.75,12381459,309426,11638575.0,26493,16,0.0281840183868942,-1.1161740038754302,0.602173,39.78,8.656262741433787,403.454659517925,7.969992073377873,6.234296294864277,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mkd,Cyrl,alphabet,,Macedonian,Indo-European,Slavic,Fusional,94.19,783127716,6535618,736140290.0,46170,804,0.0491170068027543,-1.1889794952494015,0.747343,25.27,10.921837913707652,1939.9959344661524,7.972124756335282,4.9839970639292135,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlg,Latn,alphabet,,Malagasy,Austronesian,Barito,Agglutinative,99.57,102502583,2918490,96352451.0,95481,36,0.1015755122481303,-1.273036051294053,0.756078,24.39,11.38888548994936,2681.613292162904,8.333040081272713,5.562894565079616,0.9995810684848294,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlt,Latn,alphabet,,Maltese,Afro-Asiatic,Semitic,Introflexive,99.82,483452772,24243992,454445613.0,1203355,9,1.2800656258933385,-1.440411507642948,0.775696,22.43,14.573038692725316,24373.71757205725,10.121890880081107,7.09992636236539,0.9998504182057664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mon,Cyrl,alphabet,Morphynet,Mongolian,Altaic,Mongolic,Agglutinative,67.98,157831794,3259876,148361900.0,69694,81,0.0741424588570391,-1.3616844480061083,0.715176,28.48,12.528340579644189,5907.535095463292,7.739762389875742,5.850891974287199,1.0,0.0,69693.0,980052.9860000208,0.0711114613143972,12.639313624749962,6379.880228551674,-1.3611446612620446,-1.5133767156865412,1.0,0.79535691039271,7.739844747679107,5.929269146678439,46090.0,1498629.4329994034,0.0307547676464314,10.332296991286698,1289.2327180899974,12.395138066042554,5386.521011670028,6.890800607507051,3.8775396766161823,1.6118548491240152,1.0151952132925832,0.5966596358314321,0.0142625514757579,0.5822249006356449,0.7068189536012753,0.0121457489878542,1.5291310310847446,1.0104479259246923,0.5186831051602055,0.0261601886492282,0.4924973536073821,0.7427950378523837,0.0470301893208412,11.763105016142324,5.079231386315963,4.550489453579737,4.935534931475762,15.082999999512658,5.361391414837004,6.100493153804397,5.2285936634392725,46032.0,299.0,120.0,277.0
mri,Latn,alphabet,,Maori,Austronesian,Oceanic,Agglutinative,99.11,77081541,2083923,72456675.0,76748,33,0.0816466427853254,-1.23133672256298,0.83738,16.26,10.430456924339625,1380.0041826576114,6.898082034711003,3.8876401518562647,0.999986970344504,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
msa,Latn,alphabet,,Malay,Austronesian,Malayo-Sumbawan,Agglutinative,99.35,113692657,2559818,106871111.0,40163,102,0.0427265876993537,-1.3451885015277774,0.740957,25.9,11.490891339153732,2878.080718693551,7.165525483654109,5.869639045859644,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwl,Latn,alphabet,,Mirandese,Indo-European,Romance,Fusional,99.42,6302540,231629,5924394.0,33516,10,0.0356552553108538,-1.1548783927497166,0.748703,25.13,10.25420269846828,1221.3006657997275,7.991765127103473,4.822008124375253,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,Latn,alphabet,,Min Nan Chinese,Sino-Tibetan,Chinese,Isolating,95.75,11789109,532383,11081765.0,73355,7,0.0780370870173207,-1.0656060372432372,0.64182,35.82,9.12587741597919,558.6796327149967,8.81729943425806,5.162617056037553,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nds,Latn,alphabet,,Low German,Indo-European,Germanic,Fusional,99.86,23638355,1081135,22220060.0,115101,8,0.1224479575328815,-1.18891943433347,0.775714,22.43,10.948513159345774,1976.1998813551213,8.420456816187523,4.848970569836445,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nep,Deva,abugida,,Nepali,Indo-European,Indic,Fusional,97.5,70222535,2228615,66009190.0,166313,14,0.1769282592499101,-1.335611148361802,0.709746,29.03,13.016796752357957,8287.933732064985,7.638735396511397,5.463261327703006,0.9997174003234864,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,Deva,abugida,,Newari (Kathmandu),Sino-Tibetan,Himalayish,Agglutinative,93.84,3340116,192598,3139711.0,49090,3,0.0522232595302307,-1.076187924080898,0.625083,37.49,9.649209772926174,802.9741717505418,6.954613974332858,5.141720050030083,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nld,Latn,alphabet,CELEX,Dutch (Limburg),Indo-European,Germanic,Fusional,99.93,2353343087,16011074,2212143445.0,47786,1594,0.0508361502027915,-1.2751393461984248,0.758444,24.16,10.26680722675828,1232.017665142023,8.44818566107228,4.815140800238657,1.0,0.0,47785.0,937040.178999998,0.0509956788096277,10.594767579105024,1546.4747675419098,-1.2742229243732797,-1.578159376433514,1.0,0.7132838112628128,8.448320602699592,5.004289632493988,24097.0,1298157.3060000252,0.0185624653411606,9.332997953705696,644.9296349751073,11.338040283189835,2588.7506281818137,5.874880690542391,3.612212118921672,2.0033483310662343,1.2389662027833002,0.764382128282934,0.3104739981165638,0.3954378989222559,0.7095460486869907,0.0320208507865587,1.3853806219765028,1.105762801020729,0.2796178209557848,0.1197091581704739,0.147208100667794,0.884821432467836,0.0443904126592297,9.391133501568996,6.606823479968853,5.604342182750558,6.140194396521676,12.548865280571109,7.252362823410421,6.650878877553981,6.700451087810954,23805.0,1204.0,629.0,938.0
nno,Latn,alphabet,,Norwegian Nynorsk,Indo-European,Germanic,Fusional,99.38,108455560,2990444,101948236.0,116915,29,0.1243777040329018,-1.2452842153521355,0.791832,20.82,10.947085705619418,1974.2455260001695,8.605046401231665,4.681264882307527,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nob,Latn,alphabet,,Norwegian Bokmal,Indo-European,Germanic,Fusional,99.96,1132728702,12450623,1064765114.0,77896,428,0.0828680642130527,-1.3052341271365158,0.778105,22.19,10.876951364547814,1880.566182566872,8.609736058334189,4.780364537750999,0.9993581185169972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nor,Latn,alphabet,,Norwegian,Indo-European,Germanic,Fusional,99.9,288548657,5685593,271235821.0,73282,116,0.0779595857473423,-1.2928639130011577,0.790561,20.94,10.70098907752406,1664.6337500681504,8.238025708905324,4.539722907764458,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nso,Latn,alphabet,Sadilar,Sotho (Northern),Niger-Congo,Bantu,Agglutinative,99.96,4620216,163436,4343013.0,11677,15,0.0124223156866226,-1.2366979128138869,0.724063,27.59,8.870575076933237,468.06824340176365,7.307099426222488,4.084080107519825,1.0,0.0,11676.0,939441.983999986,0.012428654668259,9.0914801774893,545.5169363306105,-1.2341161680909054,-1.4895826520616773,1.0,0.7204000588321812,7.307553956834532,4.218423138942936,6799.0,1528516.811999997,0.0044481028580273,7.296523061689172,157.20715403694518,8.902484041589002,478.5361293170095,5.95602294455067,2.5926857800239937,2.2162555669749917,1.026121959575197,1.1901336073997943,0.3695614936622131,0.8168036998972251,0.586621213233479,0.3512110726643598,1.627047585729377,1.0078234996148532,0.6192240861145091,0.2072414574990913,0.4113755214074023,0.7486152970674184,0.2678861412290767,8.385109448432473,3.8801391252902016,3.5439837186995904,2.885553893056448,12.149937469006918,4.35741406121568,3.512796233968809,3.530469906106428,6781.0,94.0,49.0,73.0
nya,Latn,alphabet,,Chichewa,Niger-Congo,Bantu,Agglutinative,99.57,42121483,2804481,39594195.0,384099,4,0.4086164577866263,-1.28291384364726,0.78662,21.34,13.561922052761409,12093.31420513389,8.67411006016678,5.921907138154975,0.9999166881455042,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oci,Latn,alphabet,,Provençal,Indo-European,Romance,Fusional,99.6,41796789,1567552,39288992.0,137110,12,0.145861049787381,-1.2243746959256927,0.790872,20.91,11.508845109435658,2914.121086067351,7.613791845963095,4.765683756915932,0.9999562395157172,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ori,Orya,abugida,,Oriya,Indo-European,Indic,Fusional,91.98,12552933,619550,11799762.0,91169,5,0.0969878872215438,-1.3226139131776873,0.680648,31.94,12.68092785694032,6566.586323100295,7.494762474086587,5.650120146491091,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orm,Latn,alphabet,,Oromo,Afro-Asiatic,Lowland East Cushitic,Agglutinative,99.81,16132068,724321,15164144.0,115175,6,0.1225250235140352,-1.2680291567446793,0.709057,29.09,12.3804008097925,5331.777309464236,8.715658780117213,6.4353769655577,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ory,Orya,abugida,,Oriya,Indo-European,Indic,Fusional,98.57,89086018,1867703,83740889.0,76492,42,0.0813744271381859,-1.356431657706721,0.673485,32.65,12.622860701219825,6307.535480646636,7.363332113162161,5.702071768070196,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pam,Latn,alphabet,,Kapampangan,Austronesian,Central Luzon,Agglutinative,99.52,9767171,1263047,9181141.0,465119,1,0.4947978687881463,-1.116473472975432,0.849364,15.06,14.376685004498947,21272.24981438997,8.044859487571998,5.470290457362544,0.9997914512200105,0.0997336165583431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pan,Guru,abugida,,Panjabi,Indo-European,Indic,Fusional,94.08,358116781,2960348,336630146.0,18941,795,0.0201499775992272,-1.2788548255563552,0.748194,25.18,10.509828150620235,1458.053711089798,5.354997096246239,3.882955408277665,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pap,Latn,alphabet,,Papiamentu,other,Creoles and Pidgins,Fusional,99.83,9468593,169869,8900527.0,8812,55,0.0093744160670699,-1.175277617211277,0.753916,24.61,9.00941190076649,515.3511214217382,7.012142532909668,4.0684010059179645,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcm,Latn,alphabet,,Nigerian Pidgin,other,Creoles and Pidgins,Isolating,99.85,8837721,132720,8307460.0,4477,79,0.0047627648832913,-1.3646589882799591,0.67793,32.21,9.031767730727564,523.3991353073081,6.136251954433773,4.581899160513562,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pes,Arab,abjad,,Western Persian,Indo-European,Iranian,Isolating,94.3,804772687,6101857,756486902.0,32841,911,0.0349372046432672,-1.329756520709035,0.81943,18.06,10.930933931072484,1952.2660137226144,5.6877378886148415,3.91077172278655,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plt,Latn,alphabet,,Plateau Malagasy,Austronesian,Barito,Agglutinative,99.55,4693503,190356,4411898.0,14585,9,0.0155159197134097,-1.1995985072713538,0.56125,43.88,7.901135635590374,239.04453871629957,8.297840246828933,5.8237921638260906,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pms,Latn,alphabet,,Italian (Turinese),Indo-European,Romance,Fusional,99.69,5812277,233727,5463545.0,26657,7,0.0283585248778993,-1.2042076758201732,0.696592,30.34,8.913765886322695,482.2929416881256,7.025846869490191,4.330999744671271,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pnb,Arab,abjad,,Western Panjabi,Indo-European,Indic,Fusional,95.66,36107892,835794,33941423.0,35574,34,0.0378446856822988,-1.341580210646777,0.811062,18.89,10.858335322565171,1856.4558915568991,5.11871029403497,3.7341902253184847,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pol,Latn,alphabet,Morphynet,Polish,Indo-European,Slavic,Fusional,99.87,812470390,7485559,763722362.0,118787,321,0.1263692067433582,-1.2258072971734806,0.730151,26.98,12.568043174350256,6072.366592163817,8.487157685605327,5.744675159845588,1.0,0.0,118786.0,959100.418999987,0.1238514733669422,12.847079793086998,7368.114640132538,-1.2253909212991874,-1.3148785511444794,1.0,0.8924132600839721,8.487220716246023,5.947004715050674,95746.0,1203463.3239999262,0.079558718650246,11.687914186675178,3299.231247853829,14.616363279842556,25116.76919502443,8.170503206400268,4.739458614361853,1.3426329702153452,1.013781085313084,0.3288518849022612,0.1058963177478827,0.2227703601434512,0.8450748965927336,0.0171265461465271,1.2547834409818868,1.0070804921627283,0.2477029488191771,0.0899553782803653,0.1577151130407381,0.8829579442608909,0.0028801928532377,12.438327139392966,5.918711903678478,4.720382466633453,5.2883209453738935,16.252984049362286,6.394933083826872,5.0129291125404345,5.842984905109025,95526.0,581.0,194.0,435.0
por,Latn,alphabet,Morphynet,Portuguese,Indo-European,Romance,Fusional,99.9,2320210723,7941319,2180998593.0,23005,4863,0.0244733982671471,-1.204448893816123,0.729234,27.08,10.355481933531392,1310.118808463966,7.748228645946534,4.8127904890399895,1.0,0.0,23004.0,944357.9250000037,0.0243594080072975,10.637477070574466,1592.940948313261,-1.2029000541397452,-1.2463514696526043,1.0,0.938857751632776,7.74847852547383,4.978522056666153,21589.0,1016381.3400000016,0.0212410432485901,10.474488606642172,1422.771836560266,13.859655602975517,14865.24481819215,7.402288202325258,4.625731085342429,1.1338462876021562,1.0086941401495393,0.1251521474526169,0.0705529473135107,0.0545557294383585,0.938224511679128,0.0384615384615384,1.0762670732074378,1.0028505833738823,0.0734164898335549,0.037775581753073,0.0356300795590822,0.9635252204118884,0.0239787450974555,10.553749340464352,5.095064409670626,4.2990918426152405,4.201037058323087,14.32814371302526,5.751768016416644,4.738925570345268,5.148606211435604,21476.0,226.0,86.0,164.0
pus,Arab,abjad,,Pashto,Indo-European,Iranian,Fusional,92.69,19351777,637296,18190674.0,43717,16,0.0465074527951016,-1.3005891298476335,0.83222,16.78,10.65844723976083,1616.264099096872,5.397122400896676,3.5416871854225964,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roh,Latn,alphabet,,Romansch,Indo-European,Romance,Fusional,99.89,11457764,326916,10770305.0,25279,22,0.0268925436074443,-1.2041597286130423,0.738189,26.18,10.431872097131608,1381.358524686984,7.800071205348312,4.876329871809573,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ron,Latn,alphabet,,Moldavian,Indo-European,Romance,Fusional,93.22,801788368,5826486,753681691.0,44259,868,0.0470840024316099,-1.193257825722443,0.765551,23.44,11.059630606233146,2134.4233014225315,7.786529293477033,4.883971209538113,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rus,Cyrl,alphabet,KuznetsEfremDict,Russian,Indo-European,Slavic,Fusional,92.81,4876649342,23436011,4584050909.0,133555,1670,0.142079760329578,-1.2397905837793242,0.727994,27.2,12.770505351433954,6987.232112831647,8.71463442027629,5.940423647681614,0.9999850248961102,0.0,133556.0,957397.156999978,0.1394990563983919,13.07337215970529,8619.402562064379,-1.2394042067129003,-1.84939257621108,1.0,0.5915799752131295,8.714659019437539,6.160270728692101,26627.0,2582900.9250001283,0.0103089513586351,8.48958385918869,359.43419558040813,9.312926693433072,636.019281888043,5.433244451121043,2.2834068453476237,3.516779478271287,1.9476998412650872,1.5690796370061997,0.3949354577854982,0.8222468477642337,0.6029831661104297,0.3542592078474921,2.69783642672759,1.6976331255180974,1.0002033012095273,0.2683514872814751,0.5099080798711957,0.7174045346605176,0.254899787942314,8.30214351239034,6.673554560174466,5.264583025586332,6.0520210228601,9.468706793736866,7.094974651642954,5.562411714808887,6.532603377681568,26243.0,1378.0,527.0,984.0
rus,Cyrl,alphabet,Tikhonov,Russian,Indo-European,Slavic,Fusional,92.81,4876649342,23436011,4584050909.0,133555,1670,0.142079760329578,-1.2397905837793242,0.727994,27.2,12.770505351433954,6987.232112831647,8.71463442027629,5.940423647681614,0.9999850248961102,0.0,133556.0,957397.156999978,0.1394990563983919,13.07337215970529,8619.402562064379,-1.2394042067129003,-1.765831184777903,1.0,0.6320618198657096,8.714659019437539,6.160270728692101,34552.0,2174829.930000018,0.0158872192824749,8.960018001817701,498.0055471043113,9.945385851281817,985.9603712813976,6.011634637647604,2.7118505091568017,2.9384977088262603,1.6469046692024318,1.2915930396238282,0.2590074575458983,0.8164440384557788,0.6282407159804819,0.5067437879338071,2.2716068395427698,1.53022354546226,0.7413832940805275,0.148579319418225,0.473728941729049,0.7561925585592021,0.3807310160489721,8.912660309597596,6.648603405324696,5.100408334627472,5.934833601363204,10.598414614261705,6.996164748902492,5.397040618395199,6.376243078615381,34340.0,742.0,318.0,502.0
sah,Cyrl,alphabet,,Yakut,Altaic,Turkic,Agglutinative,98.04,14879468,894074,13986704.0,152966,5,0.1627309215033121,-1.2520774886196078,0.723809,27.62,13.506793653968716,11639.921062070593,9.324326974621812,7.005904250207911,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scn,Latn,alphabet,,Sicilian,Indo-European,Romance,Fusional,99.84,5928558,469559,5572845.0,116061,3,0.123469216844003,-1.1297926431087415,0.803803,19.62,11.917409329969118,3868.09987333442,7.948389209122789,4.802119563705792,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sco,Latn,alphabet,,Scots,Indo-European,Germanic,Fusional,99.06,12401131,747655,11657065.0,106884,5,0.113706999778555,-1.2457606176895002,0.81317,18.68,11.50985998826153,2916.171776047799,6.912391003330714,4.610983296395791,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
